date,total_cases,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF2
2004-12-27,1194,0.0,7148.0,21.0,0.0,439.0,0.0,585.0,1045,2.0,1.0,146.0,149,204.0
2005-01-03,1688,0.0,9391.0,34.0,0.0,585.0,0.0,856.0,1475,3.0,0.0,210.0,213,400.0
2005-01-10,1729,0.0,8891.0,53.0,0.0,610.0,0.0,785.0,1448,3.0,0.0,278.0,281,393.0
2005-01-17,2469,0.0,9727.0,57.0,0.0,857.0,0.0,1092.0,2006,2.0,1.0,460.0,463,438.0
2005-01-24,3283,0.0,11332.0,87.0,0.0,1145.0,0.0,1302.0,2534,5.0,1.0,743.0,749,469.0
2005-01-31,4049,0.0,12175.0,103.0,0.0,1454.0,0.0,1575.0,3132,3.0,2.0,912.0,917,411.0
2005-02-07,4315,0.0,12945.0,86.0,0.0,1346.0,0.0,1818.0,3250,5.0,4.0,1056.0,1065,406.0
2005-02-14,4534,0.0,14216.0,114.0,0.0,1410.0,0.0,1744.0,3268,2.0,0.0,1264.0,1266,399.0
2005-02-21,4057,0.0,12893.0,107.0,0.0,1247.0,0.0,1489.0,2843,7.0,0.0,1207.0,1214,364.0
2005-02-28,3403,0.0,11560.0,108.0,0.0,908.0,0.0,1316.0,2332,1.0,0.0,1070.0,1071,375.0
2005-03-07,2666,0.0,10637.0,98.0,0.0,687.0,0.0,993.0,1778,7.0,2.0,879.0,888,427.0
2005-03-14,2524,0.0,9657.0,108.0,0.0,616.0,0.0,826.0,1550,14.0,4.0,956.0,974,435.0
2005-03-21,1754,0.0,7719.0,55.0,0.0,411.0,0.0,525.0,991,6.0,0.0,757.0,763,379.0
2005-03-28,1339,0.0,6967.0,54.0,0.0,347.0,0.0,320.0,721,11.0,1.0,606.0,618,514.0
2005-04-04,994,0.0,5577.0,44.0,0.0,347.0,0.0,168.0,559,5.0,0.0,430.0,435,571.0
2005-04-11,612,0.0,4881.0,35.0,0.0,217.0,0.0,70.0,322,5.0,1.0,284.0,290,564.0
2005-04-18,605,0.0,4439.0,50.0,0.0,282.0,0.0,53.0,385,1.0,1.0,218.0,220,586.0
2005-04-25,410,0.0,3781.0,13.0,0.0,220.0,0.0,39.0,272,1.0,0.0,137.0,138,681.0
2005-05-02,407,0.0,3697.0,24.0,0.0,233.0,0.0,36.0,293,1.0,0.0,113.0,114,911.0
2005-05-09,330,0.0,3565.0,33.0,0.0,179.0,0.0,25.0,237,1.0,0.0,92.0,93,896.0
2005-05-16,615,0.0,3414.0,35.0,0.0,475.0,0.0,37.0,547,2.0,1.0,65.0,68,1012.0
2005-05-23,650,0.0,3011.0,69.0,0.0,457.0,0.0,48.0,574,1.0,0.0,75.0,76,926.0
2005-05-30,960,0.0,3459.0,76.0,0.0,716.0,0.0,60.0,852,0.0,0.0,108.0,108,1367.0
2005-06-06,751,0.0,3731.0,75.0,0.0,480.0,0.0,100.0,655,0.0,0.0,96.0,96,1612.0
2005-06-13,966,0.0,3687.0,55.0,0.0,674.0,0.0,136.0,865,0.0,0.0,101.0,101,1603.0
2005-06-20,898,0.0,3533.0,53.0,0.0,560.0,0.0,163.0,776,0.0,0.0,122.0,122,1795.0
2005-06-27,483,0.0,3702.0,10.0,0.0,216.0,0.0,181.0,407,0.0,0.0,76.0,76,1997.0
2005-07-04,517,0.0,3691.0,13.0,0.0,241.0,0.0,165.0,419,0.0,0.0,98.0,98,2127.0
2005-07-11,387,0.0,3667.0,14.0,0.0,181.0,0.0,112.0,307,0.0,0.0,80.0,80,2263.0
2005-07-18,318,0.0,3741.0,15.0,0.0,160.0,0.0,91.0,266,0.0,0.0,52.0,52,2355.0
2005-07-25,207,0.0,3601.0,2.0,0.0,85.0,0.0,76.0,163,0.0,0.0,44.0,44,2194.0
2005-08-01,164,0.0,3086.0,3.0,0.0,59.0,0.0,57.0,119,0.0,0.0,45.0,45,1863.0
2005-08-08,115,0.0,2785.0,11.0,0.0,44.0,0.0,33.0,88,0.0,0.0,27.0,27,1701.0
2005-08-15,109,0.0,2575.0,5.0,0.0,24.0,0.0,47.0,76,0.0,0.0,33.0,33,1435.0
2005-08-22,102,0.0,2850.0,2.0,0.0,34.0,0.0,35.0,71,0.0,1.0,30.0,31,1714.0
2005-08-29,124,0.0,2510.0,11.0,0.0,29.0,0.0,48.0,88,0.0,0.0,36.0,36,1387.0
2005-09-05,70,0.0,2246.0,3.0,0.0,17.0,0.0,13.0,33,0.0,0.0,37.0,37,1300.0
2005-09-12,67,0.0,2317.0,4.0,0.0,24.0,0.0,15.0,43,0.0,0.0,24.0,24,1310.0
2005-09-19,72,0.0,2142.0,8.0,0.0,19.0,0.0,12.0,39,0.0,0.0,33.0,33,1277.0
2005-09-26,94,0.0,2192.0,32.0,0.0,22.0,0.0,11.0,65,0.0,0.0,29.0,29,1203.0
2005-10-03,57,0.0,3732.0,16.0,0.0,13.0,0.0,13.0,42,0.0,0.0,15.0,15,935.0
2005-10-10,93,0.0,4287.0,47.0,0.0,15.0,0.0,9.0,71,0.0,0.0,22.0,22,725.0
2005-10-17,174,0.0,4989.0,72.0,0.0,19.0,2.0,24.0,117,0.0,0.0,57.0,57,849.0
2005-10-24,183,0.0,5225.0,113.0,0.0,19.0,0.0,27.0,159,0.0,0.0,24.0,24,669.0
2005-10-31,241,0.0,5463.0,145.0,0.0,34.0,0.0,19.0,198,0.0,0.0,43.0,43,671.0
2005-11-07,296,0.0,6120.0,144.0,0.0,66.0,0.0,48.0,258,0.0,0.0,38.0,38,572.0
2005-11-14,368,0.0,6658.0,191.0,0.0,59.0,0.0,52.0,302,0.0,0.0,66.0,66,666.0
2005-11-21,342,0.0,5663.0,198.0,0.0,62.0,0.0,50.0,310,0.0,0.0,32.0,32,569.0
2005-11-28,418,0.0,6604.0,216.0,0.0,103.0,0.0,81.0,400,0.0,0.0,18.0,18,596.0
2005-12-05,542,0.0,6792.0,205.0,0.0,185.0,0.0,112.0,502,0.0,0.0,40.0,40,433.0
2005-12-12,754,0.0,7669.0,230.0,0.0,324.0,0.0,153.0,707,0.0,0.0,47.0,47,403.0
2005-12-19,1145,0.0,8303.0,218.0,0.0,458.0,0.0,396.0,1072,0.0,0.0,73.0,73,326.0
2005-12-26,1146,0.0,8144.0,200.0,0.0,472.0,0.0,359.0,1031,0.0,0.0,115.0,115,303.0
2006-01-02,1017,42.0,8353.0,144.0,0.0,412.0,0.0,317.0,873,0.0,1.0,143.0,144,281.0
2006-01-09,1514,52.0,10095.0,249.0,0.0,711.0,0.0,381.0,1341,1.0,0.0,172.0,173,316.0
2006-01-16,1841,60.0,9828.0,295.0,0.0,960.0,0.0,393.0,1648,0.0,0.0,193.0,193,306.0
2006-01-23,1847,55.0,9342.0,216.0,0.0,886.0,0.0,472.0,1574,0.0,0.0,273.0,273,332.0
2006-01-30,1768,37.0,9036.0,198.0,0.0,662.0,0.0,520.0,1380,0.0,1.0,387.0,388,345.0
2006-02-06,1988,39.0,9729.0,249.0,0.0,582.0,0.0,604.0,1435,0.0,0.0,553.0,553,283.0
2006-02-13,2269,47.0,10122.0,272.0,0.0,574.0,0.0,734.0,1580,0.0,0.0,689.0,689,281.0
2006-02-20,2538,26.0,11241.0,305.0,0.0,525.0,0.0,860.0,1690,0.0,1.0,847.0,848,263.0
2006-02-27,2761,51.0,10976.0,304.0,0.0,579.0,0.0,892.0,1775,0.0,0.0,986.0,986,269.0
2006-03-06,2735,62.0,11282.0,329.0,0.0,542.0,0.0,924.0,1795,0.0,0.0,940.0,940,351.0
2006-03-13,2430,29.0,10180.0,288.0,0.0,399.0,0.0,693.0,1380,0.0,0.0,1050.0,1050,356.0
2006-03-20,2250,48.0,10147.0,288.0,0.0,275.0,0.0,671.0,1234,0.0,0.0,1016.0,1016,351.0
2006-03-27,1866,43.0,8688.0,252.0,0.0,229.0,0.0,433.0,914,0.0,0.0,952.0,952,382.0
2006-04-03,1229,44.0,6529.0,208.0,0.0,165.0,0.0,315.0,688,0.0,0.0,541.0,541,394.0
2006-04-10,839,33.0,5385.0,115.0,0.0,128.0,0.0,208.0,451,0.0,1.0,387.0,388,305.0
2006-04-17,706,33.0,4903.0,158.0,0.0,86.0,0.0,123.0,367,0.0,0.0,339.0,339,459.0
2006-04-24,416,98.0,3949.0,85.0,0.0,30.0,0.0,88.0,203,0.0,0.0,213.0,213,585.0
2006-05-01,320,104.0,2683.0,75.0,0.0,24.0,0.0,70.0,169,0.0,1.0,150.0,151,597.0
2006-05-08,300,115.0,2605.0,78.0,0.0,16.0,0.0,64.0,158,1.0,0.0,141.0,142,709.0
2006-05-15,299,145.0,2424.0,83.0,0.0,43.0,0.0,51.0,177,0.0,1.0,121.0,122,933.0
2006-05-22,311,133.0,1840.0,125.0,0.0,67.0,0.0,48.0,240,0.0,0.0,71.0,71,1235.0
2006-05-29,289,136.0,2178.0,120.0,0.0,19.0,0.0,84.0,223,0.0,1.0,65.0,66,1402.0
2006-06-05,366,147.0,2415.0,152.0,0.0,47.0,0.0,113.0,312,1.0,3.0,50.0,54,1672.0
2006-06-12,276,94.0,2605.0,176.0,0.0,23.0,0.0,61.0,260,1.0,1.0,14.0,16,1892.0
2006-06-19,390,147.0,2311.0,280.0,0.0,41.0,0.0,46.0,367,0.0,1.0,22.0,23,1714.0
2006-06-26,661,177.0,2705.0,501.0,0.0,30.0,0.0,97.0,628,0.0,2.0,31.0,33,1925.0
2006-07-03,482,194.0,3058.0,327.0,0.0,44.0,0.0,82.0,453,0.0,3.0,26.0,29,2307.0
2006-07-10,443,123.0,2907.0,287.0,0.0,60.0,0.0,75.0,422,0.0,1.0,20.0,21,2290.0
2006-07-17,476,167.0,3200.0,302.0,0.0,58.0,0.0,82.0,442,0.0,5.0,29.0,34,2400.0
2006-07-24,342,67.0,2626.0,157.0,0.0,55.0,0.0,85.0,297,0.0,2.0,43.0,45,2139.0
2006-07-31,293,156.0,2648.0,123.0,0.0,42.0,0.0,90.0,255,0.0,3.0,35.0,38,1865.0
2006-08-07,212,184.0,2208.0,71.0,0.0,26.0,0.0,79.0,176,0.0,8.0,28.0,36,1819.0
2006-08-14,223,171.0,2405.0,85.0,0.0,24.0,0.0,77.0,186,0.0,4.0,33.0,37,1809.0
2006-08-21,248,155.0,2265.0,87.0,0.0,44.0,0.0,92.0,224,1.0,3.0,20.0,24,1635.0
2006-08-28,237,180.0,2264.0,57.0,0.0,32.0,0.0,101.0,191,0.0,11.0,35.0,46,1714.0
2006-09-04,185,205.0,2231.0,63.0,0.0,34.0,0.0,45.0,142,0.0,16.0,27.0,43,1538.0
2006-09-11,209,253.0,1918.0,60.0,0.0,45.0,0.0,61.0,166,1.0,16.0,26.0,43,1217.0
2006-09-18,163,209.0,1821.0,42.0,0.0,38.0,0.0,37.0,117,4.0,10.0,32.0,46,1161.0
2006-09-25,217,219.0,2396.0,60.0,0.0,53.0,0.0,49.0,162,3.0,8.0,44.0,55,1121.0
2006-10-02,187,128.0,4735.0,51.0,0.0,40.0,0.0,57.0,148,1.0,2.0,36.0,39,1240.0
2006-10-09,236,170.0,5313.0,43.0,0.0,66.0,0.0,66.0,175,1.0,8.0,52.0,61,1104.0
2006-10-16,220,212.0,5998.0,39.0,0.0,45.0,0.0,70.0,154,3.0,12.0,51.0,66,1029.0
2006-10-23,181,89.0,6509.0,32.0,0.0,36.0,0.0,68.0,136,0.0,4.0,41.0,45,1020.0
2006-10-30,232,54.0,6823.0,40.0,0.0,25.0,0.0,95.0,160,0.0,6.0,66.0,72,702.0
2006-11-06,266,193.0,7338.0,37.0,0.0,23.0,0.0,125.0,185,1.0,4.0,76.0,81,750.0
2006-11-13,226,165.0,7827.0,41.0,0.0,23.0,0.0,91.0,155,1.0,5.0,65.0,71,765.0
2006-11-20,276,157.0,7936.0,49.0,0.0,27.0,0.0,149.0,225,1.0,4.0,46.0,51,661.0
2006-11-27,300,146.0,9035.0,62.0,0.0,30.0,0.0,131.0,223,0.0,1.0,76.0,77,616.0
2006-12-04,432,163.0,9763.0,91.0,0.0,69.0,0.0,174.0,334,0.0,1.0,97.0,98,544.0
2006-12-11,765,107.0,11202.0,169.0,0.0,82.0,0.0,346.0,597,0.0,0.0,168.0,168,760.0
2006-12-18,1050,86.0,11404.0,257.0,0.0,144.0,0.0,463.0,864,0.0,1.0,185.0,186,425.0
2006-12-25,1175,5.0,10937.0,280.0,0.0,263.0,0.0,463.0,1006,0.0,0.0,169.0,169,275.0
2007-01-01,976,0.0,9994.0,210.0,0.0,273.0,0.0,358.0,841,0.0,0.0,135.0,135,301.0
2007-01-08,1578,0.0,11448.0,310.0,0.0,598.0,0.0,481.0,1389,1.0,3.0,185.0,189,391.0
2007-01-15,2028,0.0,12110.0,316.0,0.0,825.0,0.0,650.0,1791,0.0,1.0,236.0,237,537.0
2007-01-22,2877,0.0,13632.0,432.0,0.0,1009.0,0.0,1069.0,2510,1.0,0.0,366.0,367,485.0
2007-01-29,3603,0.0,14835.0,464.0,0.0,1209.0,0.0,1532.0,3205,0.0,2.0,396.0,398,459.0
2007-02-05,4727,0.0,15993.0,605.0,0.0,1327.0,0.0,2119.0,4051,0.0,0.0,676.0,676,415.0
2007-02-12,4524,0.0,16342.0,511.0,0.0,1193.0,0.0,2167.0,3871,2.0,0.0,651.0,653,472.0
2007-02-19,4393,0.0,15893.0,404.0,0.0,1156.0,0.0,2031.0,3591,0.0,0.0,802.0,802,537.0
2007-02-26,4227,0.0,14779.0,342.0,0.0,1371.0,0.0,1613.0,3326,1.0,0.0,900.0,901,566.0
2007-03-05,3626,0.0,13603.0,299.0,0.0,1188.0,0.0,1297.0,2784,0.0,0.0,842.0,842,577.0
2007-03-12,2981,0.0,11904.0,259.0,0.0,981.0,0.0,840.0,2080,0.0,0.0,901.0,901,652.0
2007-03-19,2270,0.0,11085.0,153.0,0.0,774.0,0.0,671.0,1599,0.0,0.0,671.0,671,749.0
2007-03-26,1759,0.0,9414.0,149.0,0.0,666.0,0.0,447.0,1262,0.0,2.0,495.0,497,602.0
2007-04-02,1096,0.0,6965.0,96.0,0.0,430.0,0.0,283.0,809,0.0,0.0,287.0,287,365.0
2007-04-09,933,0.0,6583.0,67.0,0.0,414.0,0.0,210.0,691,1.0,0.0,241.0,242,617.0
2007-04-16,769,0.0,6232.0,61.0,0.0,344.0,0.0,176.0,581,1.0,1.0,186.0,188,672.0
2007-04-23,605,0.0,5257.0,62.0,0.0,280.0,0.0,113.0,455,0.0,0.0,150.0,150,742.0
2007-04-30,409,0.0,4689.0,25.0,0.0,204.0,0.0,64.0,293,0.0,0.0,116.0,116,812.0
2007-05-07,363,0.0,4615.0,25.0,0.0,161.0,0.0,68.0,254,0.0,0.0,109.0,109,1144.0
2007-05-14,331,0.0,4427.0,40.0,0.0,120.0,0.0,70.0,230,0.0,0.0,101.0,101,1056.0
2007-05-21,364,0.0,4703.0,32.0,0.0,158.0,0.0,96.0,286,0.0,0.0,78.0,78,1737.0
2007-05-28,356,0.0,5066.0,12.0,0.0,160.0,0.0,123.0,295,0.0,0.0,61.0,61,2265.0
2007-06-04,400,0.0,5439.0,14.0,0.0,201.0,0.0,135.0,350,0.0,1.0,49.0,50,2526.0
2007-06-11,415,0.0,5077.0,5.0,0.0,195.0,0.0,139.0,339,0.0,0.0,76.0,76,2566.0
2007-06-18,510,0.0,5150.0,13.0,0.0,268.0,0.0,163.0,444,0.0,1.0,65.0,66,2553.0
2007-06-25,638,0.0,4189.0,9.0,0.0,388.0,0.0,148.0,545,0.0,0.0,93.0,93,1558.0
2007-07-02,739,0.0,4285.0,10.0,0.0,526.0,0.0,141.0,677,1.0,0.0,61.0,62,1900.0
2007-07-09,961,0.0,4519.0,35.0,0.0,674.0,0.0,146.0,855,0.0,0.0,106.0,106,1706.0
2007-07-16,760,0.0,4118.0,27.0,0.0,518.0,0.0,121.0,666,0.0,0.0,94.0,94,1429.0
2007-07-23,671,0.0,4197.0,45.0,0.0,352.0,0.0,178.0,575,9.0,7.0,80.0,96,1312.0
2007-07-30,520,0.0,3684.0,50.0,0.0,257.0,0.0,145.0,452,0.0,0.0,68.0,68,968.0
2007-08-06,465,0.0,3706.0,49.0,0.0,214.0,0.0,133.0,396,0.0,0.0,69.0,69,959.0
2007-08-13,400,0.0,3653.0,54.0,0.0,121.0,0.0,152.0,327,2.0,1.0,70.0,73,810.0
2007-08-20,329,0.0,3531.0,59.0,0.0,107.0,0.0,90.0,256,0.0,1.0,72.0,73,765.0
2007-08-27,257,0.0,3411.0,43.0,0.0,82.0,0.0,64.0,189,1.0,1.0,66.0,68,726.0
2007-09-03,224,0.0,3281.0,44.0,0.0,71.0,0.0,33.0,148,0.0,0.0,76.0,76,1042.0
2007-09-10,330,0.0,3443.0,62.0,0.0,63.0,0.0,118.0,243,1.0,2.0,84.0,87,985.0
2007-09-17,278,0.0,3088.0,66.0,0.0,48.0,0.0,99.0,213,0.0,2.0,63.0,65,783.0
2007-09-24,409,0.0,3275.0,49.0,0.0,40.0,0.0,229.0,318,0.0,4.0,87.0,91,963.0
2007-10-01,219,0.0,4624.0,65.0,0.0,42.0,0.0,39.0,146,1.0,0.0,72.0,73,838.0
2007-10-08,217,0.0,5099.0,93.0,0.0,36.0,0.0,45.0,174,0.0,2.0,41.0,43,727.0
2007-10-15,238,0.0,5647.0,55.0,0.0,49.0,0.0,53.0,157,0.0,0.0,81.0,81,544.0
2007-10-22,168,0.0,5610.0,67.0,0.0,15.0,0.0,35.0,117,0.0,0.0,51.0,51,649.0
2007-10-29,292,0.0,6453.0,69.0,0.0,47.0,0.0,90.0,206,1.0,0.0,85.0,86,649.0
2007-11-05,351,0.0,6822.0,110.0,0.0,41.0,0.0,102.0,253,0.0,0.0,98.0,98,662.0
2007-11-12,390,0.0,7650.0,160.0,0.0,31.0,0.0,115.0,306,1.0,0.0,83.0,84,707.0
2007-11-19,490,4.0,7706.0,151.0,0.0,34.0,0.0,188.0,373,1.0,0.0,116.0,117,448.0
2007-11-26,586,8.0,8467.0,294.0,0.0,55.0,0.0,117.0,466,1.0,0.0,119.0,120,654.0
2007-12-03,823,10.0,9676.0,332.0,0.0,65.0,0.0,253.0,650,2.0,1.0,170.0,173,747.0
2007-12-10,993,14.0,10359.0,471.0,0.0,70.0,0.0,207.0,748,6.0,0.0,239.0,245,671.0
2007-12-17,1099,12.0,9848.0,508.0,0.0,78.0,0.0,249.0,835,1.0,0.0,263.0,264,475.0
2007-12-24,910,3.0,8948.0,330.0,0.0,54.0,0.0,317.0,701,1.0,0.0,208.0,209,263.0
2007-12-31,1144,26.0,10126.0,326.0,0.0,109.0,0.0,446.0,881,8.0,0.0,255.0,263,408.0
2008-01-07,2383,138.0,12804.0,859.0,0.0,228.0,0.0,733.0,1820,17.0,5.0,541.0,563,543.0
2008-01-14,2872,12.0,13774.0,1025.0,0.0,283.0,0.0,984.0,2292,10.0,0.0,570.0,580,494.0
2008-01-21,3896,14.0,16348.0,1173.0,0.0,473.0,0.0,1513.0,3159,7.0,1.0,729.0,737,573.0
2008-01-28,5542,16.0,21311.0,1123.0,0.0,722.0,0.0,2594.0,4439,14.0,0.0,1089.0,1103,486.0
2008-02-04,6226,2.0,22537.0,966.0,0.0,891.0,0.0,3070.0,4927,26.0,1.0,1272.0,1299,427.0
2008-02-11,6184,17.0,23529.0,672.0,0.0,950.0,0.0,2953.0,4575,20.0,0.0,1589.0,1609,501.0
2008-02-18,6816,4.0,23689.0,715.0,0.0,1151.0,0.0,2923.0,4789,21.0,3.0,2003.0,2027,515.0
2008-02-25,5840,9.0,22225.0,506.0,0.0,947.0,0.0,2255.0,3708,13.0,0.0,2119.0,2132,495.0
2008-03-03,4796,13.0,20914.0,380.0,0.0,803.0,0.0,1607.0,2790,49.0,0.0,1957.0,2006,495.0
2008-03-10,3820,14.0,17230.0,339.0,0.0,684.0,0.0,998.0,2021,19.0,1.0,1779.0,1799,511.0
2008-03-17,3029,12.0,14302.0,261.0,0.0,557.0,0.0,669.0,1487,26.0,0.0,1516.0,1542,423.0
2008-03-24,2247,10.0,12258.0,164.0,0.0,323.0,0.0,474.0,961,19.0,1.0,1266.0,1286,657.0
2008-03-31,1567,9.0,10304.0,110.0,0.0,214.0,0.0,329.0,653,33.0,3.0,878.0,914,620.0
2008-04-07,1058,20.0,8045.0,65.0,0.0,99.0,0.0,185.0,349,28.0,0.0,681.0,709,440.0
2008-04-14,714,19.0,6544.0,50.0,0.0,96.0,0.0,120.0,266,30.0,1.0,417.0,448,472.0
2008-04-21,533,15.0,6227.0,45.0,0.0,68.0,0.0,92.0,205,31.0,3.0,294.0,328,509.0
2008-04-28,383,12.0,5062.0,29.0,0.0,67.0,0.0,65.0,161,37.0,6.0,179.0,222,667.0
2008-05-05,243,5.0,4937.0,22.0,0.0,38.0,0.0,33.0,93,19.0,2.0,129.0,150,1042.0
2008-05-12,208,15.0,4795.0,31.0,0.0,42.0,0.0,43.0,116,30.0,3.0,59.0,92,1095.0
2008-05-19,202,21.0,4540.0,26.0,0.0,62.0,0.0,32.0,120,29.0,5.0,48.0,82,1195.0
2008-05-26,193,2.0,4365.0,21.0,0.0,29.0,0.0,33.0,83,58.0,5.0,47.0,110,1126.0
2008-06-02,207,19.0,4332.0,40.0,0.0,21.0,0.0,49.0,110,38.0,4.0,55.0,97,1454.0
2008-06-09,226,12.0,4358.0,57.0,0.0,39.0,0.0,27.0,123,29.0,9.0,65.0,103,1545.0
2008-06-16,250,11.0,4236.0,50.0,0.0,30.0,0.0,50.0,130,42.0,0.0,78.0,120,1546.0
2008-06-23,393,37.0,4150.0,100.0,0.0,69.0,0.0,57.0,226,55.0,0.0,112.0,167,1476.0
2008-06-30,348,3.0,3814.0,74.0,0.0,62.0,0.0,90.0,226,39.0,2.0,81.0,122,1415.0
2008-07-07,357,5.0,3654.0,100.0,0.0,63.0,0.0,73.0,236,36.0,2.0,83.0,121,1269.0
2008-07-14,425,1.0,3718.0,125.0,0.0,109.0,0.0,70.0,304,50.0,7.0,64.0,121,1295.0
2008-07-21,587,14.0,3460.0,197.0,0.0,141.0,0.0,100.0,438,55.0,5.0,89.0,149,1123.0
2008-07-28,562,7.0,3067.0,213.0,0.0,147.0,0.0,60.0,420,54.0,12.0,76.0,142,956.0
2008-08-04,553,8.0,2970.0,175.0,0.0,214.0,0.0,53.0,442,37.0,11.0,63.0,111,940.0
2008-08-11,376,8.0,2951.0,114.0,0.0,125.0,0.0,43.0,282,26.0,6.0,62.0,94,1007.0
2008-08-18,443,13.0,2746.0,102.0,0.0,140.0,0.0,47.0,299,20.0,10.0,114.0,144,838.0
2008-08-25,466,25.0,2843.0,118.0,0.0,144.0,0.0,63.0,327,14.0,11.0,114.0,139,876.0
2008-09-01,404,16.0,3187.0,77.0,0.0,89.0,0.0,50.0,243,9.0,22.0,130.0,161,928.0
2008-09-08,345,7.0,3147.0,47.0,0.0,89.0,0.0,68.0,204,9.0,14.0,118.0,141,799.0
2008-09-15,220,8.0,3234.0,23.0,0.0,41.0,0.0,55.0,133,11.0,6.0,70.0,87,750.0
2008-09-22,269,2.0,2617.0,52.0,0.0,67.0,0.0,71.0,190,16.0,6.0,57.0,79,552.0
2008-09-29,231,1.0,5739.0,56.0,0.0,67.0,0.0,36.0,159,8.0,6.0,58.0,72,547.0
2008-10-06,206,12.0,6682.0,56.0,0.0,59.0,0.0,38.0,153,3.0,4.0,46.0,53,530.0
2008-10-13,184,10.0,7120.0,53.0,0.0,53.0,0.0,40.0,146,1.0,10.0,27.0,38,417.0
2008-10-20,175,4.0,6773.0,43.0,0.0,46.0,0.0,58.0,147,1.0,3.0,24.0,28,640.0
2008-10-27,298,25.0,8538.0,76.0,0.0,64.0,0.0,99.0,239,10.0,12.0,37.0,59,544.0
2008-11-03,321,6.0,9259.0,93.0,0.0,98.0,0.0,77.0,268,3.0,13.0,37.0,53,620.0
2008-11-10,426,21.0,9766.0,167.0,0.0,134.0,0.0,66.0,367,8.0,9.0,42.0,59,656.0
2008-11-17,475,30.0,10167.0,171.0,0.0,124.0,0.0,95.0,390,13.0,13.0,59.0,85,442.0
2008-11-24,649,36.0,11354.0,239.0,0.0,185.0,0.0,127.0,551,4.0,20.0,74.0,98,468.0
2008-12-01,968,22.0,12879.0,314.0,0.0,390.0,0.0,140.0,844,4.0,20.0,100.0,124,578.0
2008-12-08,1266,14.0,13412.0,446.0,0.0,502.0,0.0,181.0,1129,16.0,30.0,91.0,137,461.0
2008-12-15,1667,12.0,14290.0,528.0,0.0,619.0,0.0,354.0,1501,15.0,47.0,104.0,166,429.0
2008-12-22,1736,4.0,12585.0,490.0,0.0,598.0,0.0,487.0,1575,16.0,34.0,111.0,161,136.0
2008-12-29,1639,7544.0,13068.0,349.0,0.0,453.0,0.0,693.0,1496,17.0,47.0,79.0,143,402.0
2009-01-05,2709,8037.0,14875.0,777.0,0.0,829.0,0.0,902.0,2508,10.0,63.0,128.0,201,501.0
2009-01-12,3705,7993.0,16558.0,950.0,0.0,1240.0,0.0,1265.0,3458,14.0,40.0,193.0,247,586.0
2009-01-19,4644,9040.0,18423.0,1356.0,0.0,1271.0,0.0,1614.0,4241,16.0,64.0,323.0,403,537.0
2009-01-26,4834,10577.0,18769.0,1481.0,0.0,1102.0,1.0,1598.0,4182,8.0,79.0,565.0,652,576.0
2009-02-02,5274,12699.0,21282.0,1431.0,1.0,799.0,1.0,2010.0,4242,9.0,103.0,920.0,1032,591.0
2009-02-09,5459,13651.0,22732.0,1567.0,3.0,795.0,0.0,1786.0,4151,17.0,79.0,1212.0,1308,656.0
2009-02-16,5020,12689.0,21436.0,1546.0,0.0,615.0,0.0,1435.0,3601,13.0,143.0,1263.0,1419,766.0
