date,total_cases,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF2
2009-02-23,4726,12673.0,20806.0,1182.0,2.0,562.0,0.0,1269.0,3015,15.0,121.0,1575.0,1711,676.0
2009-03-02,4495,11631.0,19844.0,1020.0,2.0,516.0,0.0,1103.0,2641,13.0,150.0,1691.0,1854,731.0
2009-03-09,3703,10279.0,17459.0,695.0,7.0,412.0,0.0,813.0,1927,5.0,179.0,1592.0,1776,712.0
2009-03-16,2974,9306.0,16054.0,574.0,15.0,349.0,0.0,550.0,1488,13.0,174.0,1299.0,1486,682.0
2009-03-23,2103,7896.0,13780.0,406.0,26.0,282.0,0.0,370.0,1084,5.0,107.0,907.0,1019,702.0
2009-03-30,1809,6124.0,12288.0,261.0,56.0,430.0,0.0,236.0,983,6.0,127.0,693.0,826,743.0
2009-04-06,1159,5927.0,10171.0,209.0,40.0,183.0,0.0,175.0,607,7.0,92.0,453.0,552,734.0
2009-04-13,1085,5276.0,10846.0,132.0,150.0,132.0,0.0,172.0,586,5.0,103.0,391.0,499,1285.0
2009-04-20,2193,765.0,8661.0,105.0,1251.0,298.0,0.0,285.0,1939,9.0,82.0,163.0,254,3491.0
2009-04-27,8294,36279.0,48199.0,849.0,3546.0,1771.0,0.0,1028.0,7194,8.0,107.0,985.0,1100,4571.0
2009-05-04,8181,34643.0,46434.0,648.0,3989.0,1514.0,0.0,1341.0,7492,8.0,83.0,598.0,689,5430.0
2009-05-11,5339,17592.0,26261.0,252.0,2813.0,959.0,0.0,981.0,5005,9.0,65.0,260.0,334,4045.0
2009-05-18,6308,16599.0,22518.0,202.0,3776.0,1027.0,0.0,1011.0,6016,1.0,57.0,234.0,292,2855.0
2009-05-25,5972,15457.0,19873.0,132.0,3799.0,732.0,0.0,1189.0,5852,1.0,16.0,103.0,120,2038.0
2009-06-01,2482,2839.0,8402.0,92.0,1663.0,464.0,0.0,206.0,2425,0.0,6.0,51.0,57,2580.0
2009-06-08,3761,5077.0,10498.0,109.0,2912.0,415.0,0.0,258.0,3694,2.0,14.0,51.0,67,2639.0
2009-06-15,11310,24419.0,28154.0,221.0,8459.0,761.0,0.0,1687.0,11128,7.0,64.0,111.0,182,2722.0
2009-06-22,12941,26956.0,30482.0,198.0,10193.0,686.0,0.0,1748.0,12825,6.0,43.0,67.0,116,3512.0
2009-06-29,13797,29839.0,32434.0,374.0,11190.0,709.0,0.0,1429.0,13702,10.0,30.0,55.0,95,3797.0
2009-07-06,13078,25774.0,29824.0,244.0,10561.0,922.0,0.0,1244.0,12971,3.0,14.0,90.0,107,2576.0
2009-07-13,12914,25142.0,27671.0,241.0,10391.0,1005.0,0.0,1174.0,12813,2.0,38.0,61.0,101,2647.0
2009-07-20,12861,24088.0,30163.0,281.0,9992.0,1354.0,0.0,1118.0,12746,10.0,26.0,79.0,115,2236.0
2009-07-27,13575,25200.0,29734.0,262.0,9994.0,1547.0,0.0,1651.0,13460,9.0,17.0,89.0,115,2135.0
2009-08-03,9604,22698.0,28311.0,154.0,7292.0,684.0,0.0,1327.0,9488,4.0,1.0,111.0,116,1892.0
2009-08-10,11431,22557.0,28357.0,246.0,8336.0,1574.0,0.0,1147.0,11318,13.0,24.0,76.0,113,2032.0
2009-08-17,12294,23771.0,27997.0,266.0,8966.0,1790.0,0.0,1118.0,12163,24.0,6.0,101.0,131,2176.0
2009-08-24,12857,25820.0,32680.0,328.0,8524.0,2100.0,0.0,1763.0,12722,11.0,15.0,109.0,135,2161.0
2009-08-31,14552,29510.0,40345.0,311.0,9870.0,2015.0,0.0,2210.0,14408,21.0,17.0,106.0,144,2319.0
2009-09-07,18825,35464.0,49710.0,351.0,13095.0,2135.0,0.0,3013.0,18595,25.0,18.0,187.0,230,2749.0
2009-09-14,18492,35022.0,48604.0,215.0,13917.0,1284.0,0.0,2929.0,18346,13.0,9.0,124.0,146,2789.0
2009-09-21,20771,34924.0,51741.0,156.0,16624.0,892.0,0.0,2974.0,20646,10.0,5.0,110.0,125,3505.0
2009-09-28,18691,36251.0,52891.0,75.0,14559.0,563.0,0.0,3321.0,18518,19.0,6.0,148.0,173,4115.0
2009-10-05,19892,39465.0,54604.0,75.0,15837.0,450.0,0.0,3370.0,19732,16.0,0.0,144.0,160,3751.0
2009-10-12,23899,47833.0,61794.0,91.0,20026.0,407.0,0.0,3198.0,23722,23.0,3.0,151.0,177,3641.0
2009-10-19,28590,54896.0,69695.0,91.0,24308.0,295.0,0.0,3725.0,28419,13.0,12.0,146.0,171,3584.0
2009-10-26,30789,58183.0,74185.0,88.0,26139.0,286.0,0.0,4147.0,30660,9.0,1.0,119.0,129,3255.0
2009-11-02,33747,61623.0,83246.0,116.0,29449.0,264.0,0.0,3761.0,33591,3.0,10.0,143.0,156,3128.0
2009-11-09,33508,56756.0,82860.0,103.0,30740.0,203.0,0.0,2352.0,33398,13.0,2.0,95.0,110,2956.0
2009-11-16,33758,55981.0,81495.0,132.0,31314.0,256.0,1.0,1901.0,33604,9.0,1.0,144.0,154,2738.0
2009-11-23,26610,42909.0,66478.0,121.0,24381.0,171.0,0.0,1835.0,26508,9.0,1.0,92.0,102,2417.0
2009-11-30,20560,40736.0,59298.0,116.0,19000.0,122.0,0.0,1194.0,20432,11.0,7.0,110.0,128,2266.0
2009-12-07,17869,38434.0,56412.0,101.0,16391.0,196.0,1.0,945.0,17634,1.0,9.0,225.0,235,1917.0
2009-12-14,13821,35610.0,50006.0,55.0,12574.0,176.0,1.0,791.0,13597,1.0,1.0,222.0,224,1604.0
2009-12-21,10222,28918.0,39744.0,17.0,9067.0,171.0,0.0,530.0,9785,7.0,19.0,411.0,437,1185.0
2009-12-28,6749,27223.0,30783.0,17.0,5645.0,77.0,0.0,470.0,6209,11.0,40.0,489.0,540,856.0
2010-01-04,6875,29440.0,34360.0,18.0,5550.0,108.0,0.0,363.0,6039,17.0,79.0,740.0,836,1806.0
2010-01-11,5881,30238.0,35093.0,42.0,4104.0,85.0,2.0,449.0,4682,22.0,80.0,1097.0,1199,2180.0
2010-01-18,5447,27194.0,31755.0,39.0,3315.0,84.0,1.0,435.0,3874,8.0,61.0,1504.0,1573,2281.0
2010-01-25,4137,24621.0,28501.0,29.0,2193.0,87.0,0.0,286.0,2595,6.0,59.0,1477.0,1542,1341.0
2010-02-01,3870,23884.0,28292.0,18.0,1997.0,69.0,2.0,288.0,2374,39.0,128.0,1329.0,1496,1891.0
2010-02-08,3532,22192.0,26660.0,42.0,1822.0,73.0,2.0,305.0,2244,58.0,133.0,1097.0,1288,1967.0
2010-02-15,2846,19739.0,24185.0,58.0,1653.0,46.0,3.0,286.0,2046,17.0,54.0,729.0,800,2016.0
2010-02-22,2990,21359.0,25158.0,23.0,1369.0,67.0,2.0,247.0,1708,36.0,134.0,1112.0,1282,1953.0
2010-03-01,2997,20178.0,24243.0,16.0,1354.0,70.0,1.0,249.0,1690,41.0,121.0,1145.0,1307,2135.0
2010-03-08,3140,18312.0,22996.0,7.0,1329.0,54.0,2.0,230.0,1622,36.0,158.0,1324.0,1518,2189.0
2010-03-15,2982,17613.0,22240.0,8.0,991.0,46.0,0.0,235.0,1280,32.0,266.0,1404.0,1702,1925.0
2010-03-22,2677,18321.0,21204.0,18.0,896.0,69.0,2.0,128.0,1113,42.0,243.0,1279.0,1564,2076.0
2010-03-29,2485,17323.0,19835.0,15.0,748.0,85.0,1.0,150.0,999,45.0,254.0,1187.0,1486,2061.0
2010-04-05,1770,15188.0,17593.0,11.0,586.0,79.0,0.0,117.0,793,36.0,90.0,851.0,977,2020.0
2010-04-12,1478,12851.0,15454.0,19.0,476.0,94.0,0.0,75.0,664,28.0,105.0,681.0,814,2053.0
2010-04-19,1475,14815.0,17652.0,18.0,331.0,101.0,1.0,94.0,545,39.0,104.0,787.0,930,2487.0
2010-04-26,1226,12702.0,15450.0,5.0,280.0,72.0,0.0,63.0,420,29.0,138.0,639.0,806,2462.0
2010-05-03,1212,11592.0,14412.0,18.0,360.0,102.0,0.0,51.0,531,43.0,123.0,515.0,681,2835.0
2010-05-10,990,10266.0,12996.0,11.0,315.0,105.0,0.0,60.0,491,24.0,101.0,374.0,499,2952.0
2010-05-17,886,10274.0,13415.0,6.0,240.0,165.0,0.0,62.0,474,247.0,73.0,92.0,412,3274.0
2010-05-24,784,11838.0,14953.0,7.0,217.0,108.0,0.0,59.0,391,30.0,84.0,279.0,393,3069.0
2010-05-31,752,9671.0,13070.0,9.0,218.0,120.0,1.0,56.0,404,20.0,57.0,271.0,348,3768.0
2010-06-07,811,9753.0,13489.0,9.0,262.0,120.0,0.0,70.0,461,16.0,56.0,278.0,350,4112.0
2010-06-14,659,8218.0,12325.0,5.0,208.0,135.0,0.0,57.0,405,22.0,36.0,196.0,254,4214.0
2010-06-21,768,9163.0,12494.0,4.0,257.0,155.0,0.0,71.0,487,33.0,32.0,216.0,281,3650.0
2010-06-28,795,10137.0,14022.0,4.0,291.0,155.0,0.0,64.0,514,24.0,31.0,226.0,281,3613.0
2010-07-05,878,8514.0,11184.0,3.0,348.0,180.0,0.0,69.0,600,39.0,19.0,220.0,278,2950.0
2010-07-12,1057,8829.0,11625.0,1.0,416.0,202.0,0.0,89.0,708,45.0,22.0,282.0,349,3228.0
2010-07-19,1280,9205.0,11918.0,1.0,499.0,315.0,0.0,108.0,923,57.0,20.0,280.0,357,2919.0
2010-07-26,1357,10430.0,13128.0,1.0,581.0,293.0,0.0,111.0,986,43.0,8.0,320.0,371,2824.0
2010-08-02,1725,9685.0,11924.0,2.0,699.0,528.0,0.0,195.0,1424,43.0,10.0,248.0,301,2438.0
2010-08-09,1975,9676.0,11614.0,1.0,795.0,636.0,0.0,190.0,1622,46.0,5.0,302.0,353,2276.0
2010-08-16,2030,10171.0,11938.0,2.0,702.0,758.0,0.0,187.0,1649,61.0,4.0,316.0,381,2232.0
2010-08-23,2448,10086.0,12531.0,5.0,739.0,1038.0,0.0,284.0,2066,59.0,6.0,317.0,382,2460.0
2010-08-30,2822,13520.0,15556.0,3.0,638.0,1551.0,0.0,259.0,2451,45.0,14.0,312.0,371,3158.0
2010-09-06,2801,11931.0,14302.0,0.0,470.0,1653.0,0.0,330.0,2453,39.0,5.0,304.0,348,3049.0
2010-09-13,2732,12202.0,14502.0,5.0,380.0,1727.0,0.0,304.0,2416,48.0,9.0,259.0,316,2492.0
2010-09-20,2502,11718.0,14389.0,5.0,338.0,1556.0,0.0,228.0,2127,66.0,4.0,305.0,375,2618.0
2010-09-27,2236,11500.0,14398.0,3.0,264.0,1419.0,0.0,233.0,1919,36.0,12.0,269.0,317,2552.0
2010-10-04,2053,11236.0,14483.0,2.0,185.0,1245.0,0.0,272.0,1704,29.0,9.0,311.0,349,2409.0
2010-10-11,1963,12237.0,15743.0,3.0,154.0,1022.0,0.0,448.0,1627,31.0,7.0,298.0,336,2358.0
2010-10-18,1653,12185.0,15777.0,4.0,166.0,774.0,0.0,416.0,1360,16.0,8.0,269.0,293,2484.0
2010-10-25,1590,12554.0,16140.0,4.0,229.0,811.0,0.0,233.0,1277,19.0,8.0,286.0,313,2006.0
2010-11-01,1379,12477.0,15429.0,4.0,177.0,606.0,0.0,230.0,1017,15.0,11.0,336.0,362,1829.0
2010-11-08,1485,13543.0,16918.0,7.0,186.0,652.0,0.0,240.0,1085,16.0,16.0,368.0,400,1685.0
2010-11-15,1596,12993.0,16719.0,5.0,176.0,653.0,1.0,246.0,1081,13.0,20.0,482.0,515,1888.0
2010-11-22,2088,14029.0,18962.0,8.0,264.0,863.0,0.0,314.0,1449,15.0,38.0,586.0,639,1841.0
2010-11-29,2408,14360.0,19729.0,0.0,367.0,914.0,1.0,391.0,1673,16.0,63.0,656.0,735,1504.0
2010-12-06,3153,14849.0,20546.0,1.0,610.0,1196.0,0.0,438.0,2245,17.0,79.0,812.0,908,1206.0
2010-12-13,4859,16182.0,21959.0,2.0,1214.0,1345.0,1.0,942.0,3504,22.0,150.0,1183.0,1355,1472.0
2010-12-20,7815,17659.0,25697.0,0.0,2517.0,1614.0,1.0,1609.0,5741,10.0,120.0,1944.0,2074,1044.0
2010-12-27,9587,18433.0,29411.0,1.0,3464.0,1587.0,3.0,1972.0,7027,12.0,140.0,2408.0,2560,941.0
2011-01-03,12524,22494.0,35266.0,1.0,5269.0,1699.0,1.0,2633.0,9603,36.0,183.0,2702.0,2921,1262.0
2011-01-10,13918,22276.0,37681.0,6.0,6404.0,1769.0,0.0,2363.0,10542,16.0,212.0,3148.0,3376,1227.0
2011-01-17,16274,25520.0,43013.0,1.0,8289.0,2172.0,0.0,2159.0,12621,11.0,279.0,3363.0,3653,1230.0
2011-01-24,18371,27276.0,46109.0,0.0,9893.0,2114.0,0.0,2235.0,14242,25.0,334.0,3770.0,4129,1182.0
2011-01-31,18532,25767.0,46962.0,1.0,9649.0,2085.0,0.0,2193.0,13928,22.0,302.0,4280.0,4604,1094.0
2011-02-07,19310,28274.0,50050.0,0.0,10631.0,1994.0,1.0,1952.0,14578,27.0,394.0,4311.0,4732,991.0
2011-02-14,18028,30187.0,51050.0,0.0,9577.0,1992.0,0.0,2142.0,13711,33.0,328.0,3956.0,4317,1066.0
2011-02-21,13575,27949.0,40261.0,1.0,6665.0,1678.0,2.0,1473.0,9819,35.0,323.0,3398.0,3756,989.0
2011-02-28,11797,25409.0,41158.0,0.0,6103.0,1393.0,0.0,1123.0,8619,66.0,296.0,2816.0,3178,1071.0
2011-03-07,8032,23130.0,33952.0,0.0,3506.0,1156.0,0.0,801.0,5463,30.0,312.0,2227.0,2569,1028.0
2011-03-14,6751,20644.0,32177.0,2.0,3128.0,838.0,0.0,591.0,4559,50.0,278.0,1864.0,2192,1409.0
2011-03-21,4269,17951.0,26790.0,1.0,1594.0,602.0,0.0,456.0,2653,47.0,217.0,1352.0,1616,1422.0
2011-03-28,2979,15696.0,22654.0,0.0,996.0,418.0,0.0,275.0,1690,33.0,201.0,1055.0,1289,1608.0
2011-04-04,1997,13703.0,19548.0,0.0,443.0,354.0,1.0,174.0,972,19.0,174.0,832.0,1025,1823.0
2011-04-11,1461,12172.0,18106.0,0.0,309.0,258.0,0.0,106.0,673,21.0,135.0,632.0,788,1728.0
2011-04-18,1072,11039.0,15440.0,0.0,202.0,179.0,1.0,94.0,476,20.0,157.0,419.0,596,1501.0
2011-04-25,759,10233.0,14448.0,0.0,135.0,123.0,0.0,66.0,324,9.0,101.0,325.0,435,2354.0
2011-05-02,447,9215.0,12534.0,1.0,70.0,69.0,0.0,37.0,177,6.0,62.0,202.0,270,2518.0
2011-05-09,443,9481.0,13303.0,0.0,78.0,62.0,0.0,24.0,164,13.0,72.0,194.0,279,2851.0
2011-05-16,458,9287.0,13686.0,0.0,112.0,58.0,0.0,41.0,211,12.0,53.0,182.0,247,3385.0
2011-05-23,504,9521.0,12921.0,0.0,145.0,81.0,0.0,58.0,284,10.0,39.0,171.0,220,3521.0
2011-05-30,532,9017.0,12449.0,0.0,238.0,74.0,0.0,26.0,338,16.0,35.0,143.0,194,4119.0
2011-06-06,627,8892.0,12906.0,0.0,316.0,99.0,1.0,27.0,443,8.0,25.0,151.0,184,4815.0
2011-06-13,608,9146.0,12049.0,0.0,269.0,116.0,0.0,27.0,412,15.0,34.0,147.0,196,5032.0
2011-06-20,626,9132.0,11553.0,0.0,244.0,181.0,0.0,52.0,477,6.0,19.0,124.0,149,4624.0
2011-06-27,605,8276.0,11236.0,0.0,202.0,218.0,0.0,49.0,469,9.0,15.0,112.0,136,4834.0
2011-07-04,860,8688.0,11319.0,1.0,293.0,255.0,0.0,121.0,670,17.0,33.0,140.0,190,4687.0
2011-07-11,889,8556.0,11681.0,0.0,257.0,297.0,0.0,138.0,692,12.0,24.0,161.0,197,4545.0
2011-07-18,923,8481.0,11023.0,0.0,264.0,299.0,1.0,131.0,695,13.0,23.0,192.0,228,4157.0
2011-07-25,915,8169.0,10336.0,0.0,227.0,317.0,0.0,129.0,673,30.0,10.0,202.0,242,3593.0
2011-08-01,873,8350.0,10638.0,0.0,255.0,273.0,0.0,87.0,615,28.0,20.0,210.0,258,3069.0
2011-08-08,909,8527.0,10212.0,0.0,281.0,287.0,0.0,90.0,658,32.0,19.0,200.0,251,3032.0
2011-08-15,949,8405.0,10081.0,0.0,274.0,298.0,1.0,87.0,661,20.0,27.0,241.0,288,2955.0
2011-08-22,900,8350.0,9284.0,1.0,217.0,321.0,0.0,98.0,638,14.0,23.0,225.0,262,2615.0
2011-08-29,837,8334.0,9406.0,0.0,225.0,264.0,0.0,109.0,598,13.0,19.0,207.0,239,2887.0
2011-09-05,919,8661.0,9768.0,0.0,184.0,364.0,0.0,104.0,652,16.0,3.0,248.0,267,2748.0
2011-09-12,876,9354.0,11352.0,0.0,145.0,310.0,0.0,123.0,578,8.0,10.0,280.0,298,2671.0
2011-09-19,919,9400.0,10855.0,0.0,176.0,315.0,0.0,121.0,612,14.0,6.0,287.0,307,2276.0
2011-09-26,864,10478.0,12609.0,0.0,145.0,298.0,0.0,102.0,545,20.0,10.0,289.0,319,2063.0
2011-10-03,769,10992.0,13972.0,0.0,118.0,321.0,0.0,54.0,493,14.0,12.0,250.0,276,1882.0
2011-10-10,718,12579.0,15520.0,0.0,119.0,289.0,0.0,48.0,456,14.0,6.0,242.0,262,1895.0
2011-10-17,750,13044.0,16680.0,0.0,134.0,260.0,0.0,57.0,451,30.0,7.0,262.0,299,2196.0
2011-10-24,806,13971.0,17788.0,0.0,147.0,280.0,0.0,61.0,488,35.0,16.0,267.0,318,2115.0
2011-10-31,831,13294.0,17379.0,0.0,127.0,305.0,1.0,50.0,483,14.0,7.0,327.0,348,1732.0
2011-11-07,738,13458.0,18055.0,0.0,82.0,247.0,0.0,51.0,380,90.0,18.0,250.0,358,1817.0
2011-11-14,780,15042.0,20585.0,0.0,73.0,341.0,0.0,50.0,464,20.0,44.0,252.0,316,1712.0
2011-11-21,805,14565.0,19591.0,2.0,73.0,369.0,1.0,70.0,515,25.0,17.0,248.0,290,1507.0
2011-11-28,889,15398.0,20670.0,1.0,62.0,462.0,2.0,53.0,580,24.0,31.0,254.0,309,1426.0
2011-12-05,1096,15257.0,20745.0,0.0,59.0,580.0,0.0,101.0,740,14.0,40.0,302.0,356,1264.0
2011-12-12,1422,15993.0,22639.0,0.0,95.0,623.0,0.0,99.0,817,54.0,152.0,399.0,605,1408.0
2011-12-19,1686,15975.0,22202.0,1.0,140.0,607.0,0.0,172.0,920,62.0,141.0,563.0,766,1071.0
2011-12-26,1960,14900.0,19421.0,0.0,141.0,730.0,0.0,195.0,1066,35.0,115.0,744.0,894,943.0
2012-01-02,2568,15935.0,21458.0,0.0,310.0,767.0,0.0,258.0,1335,99.0,485.0,649.0,1233,1629.0
2012-01-09,3889,18200.0,25647.0,0.0,596.0,1340.0,0.0,255.0,2193,147.0,745.0,804.0,1696,1723.0
2012-01-16,4899,17937.0,26773.0,0.0,758.0,2139.0,3.0,412.0,3314,181.0,618.0,786.0,1585,2102.0
2012-01-23,4941,16156.0,26159.0,0.0,1021.0,2156.0,0.0,600.0,3778,165.0,404.0,594.0,1163,2404.0
2012-01-30,6479,19178.0,29526.0,0.0,977.0,2636.0,1.0,888.0,4502,296.0,741.0,940.0,1977,2163.0
2012-02-06,7505,20471.0,31676.0,0.0,961.0,2909.0,0.0,1308.0,5178,370.0,805.0,1152.0,2327,2206.0
2012-02-13,9212,22272.0,34250.0,0.0,698.0,3340.0,0.0,2115.0,6153,467.0,1123.0,1469.0,3059,1778.0
2012-02-20,10793,23134.0,35817.0,0.0,669.0,3959.0,1.0,2835.0,7464,436.0,1152.0,1741.0,3329,1652.0
2012-02-27,10980,23696.0,36110.0,0.0,699.0,4232.0,0.0,3106.0,8037,399.0,990.0,1554.0,2943,1663.0
2012-03-05,10056,23170.0,34085.0,0.0,710.0,4154.0,1.0,2425.0,7290,379.0,906.0,1481.0,2766,1770.0
2012-03-12,10070,24187.0,35240.0,0.0,801.0,4352.0,0.0,2434.0,7587,320.0,722.0,1441.0,2483,1799.0
2012-03-19,8473,22754.0,33034.0,0.0,711.0,3795.0,0.0,1970.0,6476,304.0,484.0,1209.0,1997,1977.0
2012-03-26,7063,22248.0,30652.0,0.0,572.0,3275.0,0.0,1551.0,5398,242.0,335.0,1088.0,1665,1880.0
2012-04-02,4932,17488.0,24778.0,0.0,443.0,2368.0,1.0,978.0,3790,136.0,151.0,855.0,1142,1309.0
2012-04-09,4305,18029.0,24113.0,0.0,362.0,2160.0,0.0,733.0,3255,133.0,128.0,789.0,1050,1969.0
2012-04-16,3728,16685.0,22534.0,0.0,261.0,1871.0,0.0,601.0,2733,78.0,108.0,809.0,995,1819.0
2012-04-23,2675,14732.0,18996.0,0.0,176.0,1366.0,0.0,410.0,1952,78.0,53.0,592.0,723,1868.0
2012-04-30,2105,13568.0,15937.0,0.0,130.0,1158.0,0.0,253.0,1541,36.0,38.0,490.0,564,1807.0
2012-05-07,1911,13535.0,16084.0,0.0,110.0,1089.0,0.0,197.0,1396,41.0,29.0,445.0,515,2383.0
2012-05-14,1956,14162.0,16213.0,0.0,127.0,1183.0,0.0,147.0,1457,32.0,23.0,444.0,499,2830.0
2012-05-21,1960,13765.0,14042.0,0.0,96.0,1272.0,0.0,129.0,1497,26.0,16.0,421.0,463,3045.0
2012-05-28,1713,13245.0,15473.0,0.0,127.0,1075.0,2.0,115.0,1319,26.0,16.0,352.0,394,4016.0
2012-06-04,1585,13942.0,16085.0,0.0,101.0,966.0,3.0,108.0,1178,21.0,13.0,373.0,407,4759.0
2012-06-11,1507,13480.0,15412.0,0.0,108.0,850.0,0.0,143.0,1101,31.0,9.0,366.0,406,5296.0
2012-06-18,1388,13000.0,15126.0,0.0,110.0,846.0,0.0,120.0,1076,20.0,18.0,274.0,312,5161.0
2012-06-25,1652,13757.0,16405.0,0.0,146.0,1029.0,0.0,123.0,1298,34.0,11.0,309.0,354,5874.0
2012-07-02,1885,13499.0,15320.0,0.0,192.0,1236.0,0.0,108.0,1536,26.0,19.0,304.0,349,4953.0
2012-07-09,2186,14254.0,15738.0,0.0,176.0,1421.0,0.0,150.0,1748,40.0,53.0,345.0,438,4945.0
2012-07-16,2043,13812.0,15560.0,0.0,165.0,1334.0,0.0,124.0,1623,28.0,22.0,370.0,420,4853.0
2012-07-23,2276,12976.0,14925.0,0.0,190.0,1491.0,0.0,167.0,1857,23.0,24.0,372.0,419,4375.0
2012-07-30,2215,12534.0,14151.0,0.0,164.0,1379.0,0.0,153.0,1791,17.0,45.0,362.0,424,3715.0
2012-08-06,1965,12821.0,13812.0,0.0,144.0,1162.0,0.0,139.0,1518,140.0,35.0,272.0,447,3455.0
2012-08-13,1934,12720.0,13822.0,0.0,169.0,1133.0,0.0,140.0,1494,58.0,37.0,345.0,440,3516.0
2012-08-20,1714,12314.0,13355.0,0.0,212.0,822.0,0.0,158.0,1207,40.0,55.0,412.0,507,3312.0
2012-08-27,1659,12007.0,13346.0,0.0,222.0,762.0,0.0,135.0,1131,34.0,57.0,437.0,528,3167.0
2012-09-03,1548,12500.0,13636.0,1.0,217.0,529.0,0.0,206.0,958,25.0,46.0,519.0,590,2831.0
2012-09-10,1483,12965.0,14571.0,0.0,247.0,443.0,0.0,159.0,851,43.0,73.0,516.0,632,3018.0
2012-09-17,1297,13101.0,15212.0,0.0,204.0,408.0,0.0,135.0,747,34.0,63.0,453.0,550,2573.0
2012-09-24,1192,12062.0,14171.0,0.0,183.0,313.0,0.0,127.0,623,40.0,69.0,460.0,569,2659.0
2012-10-01,1017,13502.0,18332.0,0.0,177.0,265.0,0.0,98.0,540,23.0,69.0,385.0,477,2570.0
2012-10-08,976,16116.0,20739.0,0.0,179.0,292.0,0.0,103.0,574,37.0,50.0,315.0,402,2365.0
2012-10-15,1057,16725.0,21654.0,0.0,132.0,327.0,0.0,146.0,605,27.0,60.0,365.0,452,2384.0
2012-10-22,1052,16077.0,21689.0,0.0,119.0,364.0,0.0,141.0,624,23.0,46.0,359.0,428,2229.0
