date,total_cases,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF2
2016-06-27,1084,11519.0,15663.0,0.0,273.0,239.0,0.0,229.0,741,52.0,106.0,185.0,343,14103.0
2016-07-04,849,12080.0,15174.0,0.0,150.0,231.0,0.0,155.0,536,51.0,104.0,158.0,313,13764.0
2016-07-11,874,12333.0,15653.0,0.0,136.0,317.0,0.0,140.0,593,32.0,82.0,167.0,281,14172.0
2016-07-18,839,12047.0,11702.0,1.0,76.0,392.0,0.0,127.0,596,38.0,69.0,136.0,243,10362.0
2016-07-25,884,11965.0,11721.0,0.0,68.0,441.0,0.0,110.0,619,45.0,51.0,169.0,265,10314.0
2016-08-01,977,12189.0,12392.0,0.0,64.0,526.0,0.0,96.0,686,30.0,72.0,189.0,291,10873.0
2016-08-08,1054,12021.0,11885.0,0.0,48.0,522.0,0.0,151.0,721,26.0,72.0,235.0,333,10384.0
2016-08-15,1113,11703.0,11770.0,0.0,42.0,547.0,0.0,274.0,863,34.0,48.0,168.0,250,10346.0
2016-08-22,1226,11998.0,11911.0,0.0,36.0,684.0,0.0,274.0,994,26.0,54.0,152.0,232,10328.0
2016-08-29,1236,12142.0,12478.0,0.0,24.0,735.0,0.0,276.0,1035,25.0,52.0,124.0,201,10960.0
2016-09-05,1235,12315.0,11936.0,0.0,26.0,779.0,0.0,271.0,1076,14.0,33.0,112.0,159,10409.0
2016-09-12,1379,11814.0,12485.0,0.0,40.0,1020.0,0.0,175.0,1235,13.0,27.0,104.0,144,10881.0
2016-09-19,1484,13084.0,13501.0,0.0,39.0,1122.0,0.0,165.0,1326,10.0,29.0,119.0,158,11877.0
2016-09-26,1214,12656.0,12574.0,0.0,22.0,936.0,0.0,115.0,1073,13.0,46.0,82.0,141,11152.0
2016-10-03,1256,14146.0,13572.0,0.0,29.0,964.0,0.0,111.0,1104,24.0,42.0,86.0,152,11949.0
2016-10-10,1191,14926.0,14081.0,0.0,30.0,925.0,0.0,89.0,1044,22.0,52.0,73.0,147,12533.0
2016-10-17,1353,15576.0,15884.0,0.0,12.0,1123.0,0.0,72.0,1207,28.0,56.0,62.0,146,14291.0
2016-10-24,1438,15710.0,15418.0,0.0,26.0,1219.0,0.0,76.0,1321,28.0,31.0,58.0,117,13820.0
2016-10-31,1555,15729.0,14740.0,0.0,31.0,1264.0,0.0,122.0,1417,21.0,55.0,62.0,138,12953.0
2016-11-07,1825,16050.0,15848.0,0.0,20.0,1609.0,0.0,72.0,1701,16.0,42.0,66.0,124,13768.0
2016-11-14,2069,16195.0,15193.0,0.0,27.0,1745.0,0.0,138.0,1910,23.0,57.0,79.0,159,13084.0
2016-11-21,2274,16774.0,16603.0,0.0,40.0,1951.0,0.0,149.0,2140,17.0,37.0,80.0,134,14246.0
2016-11-28,2741,16522.0,15754.0,0.0,26.0,2371.0,0.0,181.0,2578,14.0,30.0,119.0,163,13052.0
2016-12-05,3376,17480.0,17447.0,0.0,38.0,2923.0,0.0,256.0,3217,16.0,32.0,111.0,159,14200.0
2016-12-12,2937,17586.0,15958.0,0.0,49.0,2599.0,0.0,109.0,2757,15.0,42.0,123.0,180,13328.0
2016-12-19,3415,17627.0,16294.0,0.0,70.0,3039.0,0.0,124.0,3234,22.0,41.0,118.0,181,13256.0
2016-12-26,2483,15281.0,12859.0,0.0,76.0,2193.0,0.0,115.0,2385,6.0,27.0,65.0,98,10572.0
2017-01-02,5667,18269.0,21336.0,0.0,187.0,4155.0,0.0,1120.0,5469,36.0,62.0,100.0,198,14973.0
2017-01-09,5314,19106.0,20830.0,0.0,251.0,3941.0,0.0,885.0,5081,39.0,74.0,120.0,233,15580.0
2017-01-16,5125,18979.0,20536.0,0.0,289.0,3794.0,0.0,826.0,4910,37.0,71.0,107.0,215,15483.0
2017-01-23,4244,16206.0,17684.0,0.0,362.0,2951.0,0.0,709.0,4027,32.0,76.0,109.0,217,13279.0
2017-01-30,3712,17233.0,18066.0,0.0,423.0,2601.0,0.0,447.0,3475,52.0,85.0,100.0,237,14288.0
2017-02-06,3179,18303.0,18183.0,0.0,425.0,2238.0,0.0,266.0,2932,57.0,81.0,109.0,247,15006.0
2017-02-13,2736,17499.0,15887.0,0.0,491.0,1802.0,2.0,150.0,2447,59.0,104.0,126.0,289,13265.0
2017-02-20,3001,19052.0,19483.0,0.0,729.0,1820.0,0.0,128.0,2678,74.0,123.0,126.0,323,16464.0
2017-02-27,2849,18838.0,18901.0,0.0,920.0,1413.0,0.0,68.0,2403,102.0,202.0,142.0,446,16197.0
2017-03-06,2806,19007.0,18581.0,0.0,1090.0,1157.0,0.0,79.0,2328,100.0,233.0,145.0,478,15934.0
2017-03-13,2599,18183.0,17118.0,0.0,1075.0,896.0,0.0,68.0,2041,115.0,309.0,134.0,558,14725.0
2017-03-20,1905,15988.0,13479.0,0.0,775.0,599.0,0.0,43.0,1417,77.0,264.0,147.0,488,11503.0
2017-03-27,2390,17936.0,17448.0,0.0,1073.0,569.0,0.0,67.0,1709,129.0,411.0,141.0,681,15043.0
2017-04-03,1674,13971.0,13188.0,0.0,645.0,392.0,0.0,47.0,1085,96.0,361.0,132.0,589,11469.0
2017-04-10,1836,14994.0,14972.0,0.0,742.0,399.0,0.0,53.0,1194,114.0,407.0,121.0,642,13078.0
2017-04-17,1543,13351.0,12743.0,0.0,533.0,335.0,1.0,62.0,931,133.0,359.0,120.0,612,11067.0
2017-04-24,1724,13897.0,14015.0,0.0,702.0,381.0,0.0,82.0,1165,93.0,308.0,158.0,559,12187.0
2017-05-01,1584,14039.0,14049.0,0.0,612.0,397.0,0.0,47.0,1056,78.0,277.0,173.0,528,12233.0
2017-05-08,1518,14509.0,14614.0,0.0,513.0,462.0,0.0,62.0,1037,94.0,249.0,138.0,481,12870.0
2017-05-15,1616,14405.0,14384.0,0.0,551.0,605.0,0.0,46.0,1202,76.0,217.0,121.0,414,12611.0
2017-05-22,1478,13839.0,13915.0,0.0,431.0,631.0,0.0,50.0,1112,58.0,160.0,148.0,366,12268.0
2017-05-29,1429,13578.0,13605.0,0.0,404.0,705.0,0.0,71.0,1180,43.0,92.0,114.0,249,11978.0
2017-06-05,1316,13831.0,13778.0,0.0,341.0,688.0,0.0,47.0,1076,47.0,101.0,92.0,240,12257.0
2017-06-12,1369,13457.0,13792.0,0.0,276.0,795.0,0.0,44.0,1115,65.0,100.0,89.0,254,12245.0
2017-06-19,1699,13324.0,13572.0,0.0,262.0,1132.0,0.0,67.0,1461,67.0,74.0,97.0,238,11710.0
2017-06-26,2442,13851.0,14097.0,0.0,330.0,1828.0,0.0,51.0,2209,86.0,73.0,74.0,233,11533.0
2017-07-03,3413,15818.0,16300.0,0.0,375.0,2667.0,0.0,98.0,3140,75.0,47.0,151.0,273,12695.0
2017-07-10,4283,16370.0,16470.0,0.0,405.0,3426.0,0.0,173.0,4004,45.0,51.0,183.0,279,11989.0
2017-07-17,4701,16399.0,16631.0,0.0,383.0,3689.0,0.0,335.0,4407,94.0,62.0,138.0,294,11575.0
2017-07-24,4484,16388.0,16620.0,0.0,355.0,3548.0,0.0,296.0,4199,87.0,69.0,129.0,285,11589.0
2017-07-31,3927,16042.0,16246.0,0.0,573.0,2641.0,0.0,392.0,3606,75.0,44.0,202.0,321,12126.0
2017-08-07,3962,16095.0,16318.0,0.0,765.0,2315.0,0.0,509.0,3589,58.0,51.0,264.0,373,12190.0
2017-08-14,3708,16060.0,16596.0,0.0,633.0,2173.0,0.0,510.0,3316,83.0,19.0,290.0,392,12681.0
2017-08-21,3335,15041.0,15450.0,0.0,460.0,1988.0,0.0,498.0,2946,77.0,32.0,280.0,389,11944.0
2017-08-28,3055,14704.0,15188.0,0.0,407.0,1853.0,0.0,430.0,2690,80.0,29.0,256.0,365,11996.0
2017-09-04,3007,15387.0,15668.0,0.0,387.0,1741.0,0.0,451.0,2579,91.0,50.0,287.0,428,12526.0
2017-09-11,2921,15679.0,16084.0,0.0,344.0,1746.0,0.0,418.0,2508,101.0,55.0,257.0,413,13025.0
2017-09-18,2224,15440.0,16027.0,0.0,213.0,1261.0,0.0,320.0,1794,120.0,47.0,263.0,430,13598.0
2017-09-25,1882,15245.0,15503.0,0.0,195.0,1099.0,0.0,198.0,1492,96.0,40.0,254.0,390,13442.0
2017-10-02,1479,15868.0,14765.0,0.0,259.0,830.0,0.0,105.0,1194,82.0,24.0,179.0,285,13057.0
2017-10-09,1630,17907.0,18192.0,0.0,287.0,960.0,0.0,46.0,1293,119.0,53.0,165.0,337,15833.0
2017-10-16,1465,17481.0,17384.0,0.0,211.0,873.0,0.0,24.0,1108,160.0,46.0,151.0,357,15729.0
2017-10-23,1639,18048.0,18122.0,0.0,360.0,771.0,0.0,15.0,1146,266.0,64.0,163.0,493,16258.0
2017-10-30,1738,18352.0,18258.0,0.0,472.0,687.0,0.0,13.0,1172,303.0,85.0,178.0,566,16308.0
2017-11-06,1944,18147.0,18385.0,0.0,455.0,627.0,0.0,34.0,1116,449.0,132.0,247.0,828,16140.0
2017-11-13,2370,18936.0,19177.0,0.0,682.0,609.0,0.0,21.0,1312,599.0,175.0,284.0,1058,16607.0
2017-11-20,2904,19089.0,19139.0,0.0,822.0,640.0,0.0,29.0,1491,827.0,204.0,382.0,1413,16014.0
2017-11-27,4000,19561.0,20038.0,0.0,951.0,800.0,0.0,34.0,1785,1419.0,325.0,471.0,2215,15861.0
2017-12-04,5035,20205.0,20416.0,0.0,1292.0,890.0,0.0,63.0,2245,1808.0,323.0,659.0,2790,15434.0
2017-12-11,6608,21046.0,21898.0,0.0,1552.0,1051.0,0.0,109.0,2712,2487.0,413.0,996.0,3896,15339.0
2017-12-18,8066,21318.0,22475.0,0.0,1964.0,1040.0,0.0,276.0,3280,2973.0,467.0,1346.0,4786,14436.0
2017-12-25,9440,21345.0,23653.0,0.0,2233.0,1080.0,0.0,540.0,3853,3024.0,410.0,2153.0,5587,14016.0
2018-01-01,10509,21828.0,24831.0,0.0,2614.0,1134.0,0.0,697.0,4445,2927.0,404.0,2733.0,6064,14109.0
2018-01-08,12002,24796.0,27683.0,0.0,3602.0,1192.0,0.0,582.0,5376,3393.0,398.0,2835.0,6626,15556.0
2018-01-15,12871,27295.0,29621.0,0.0,4042.0,1335.0,0.0,473.0,5851,3345.0,337.0,3338.0,7020,16885.0
2018-01-22,11899,26241.0,28781.0,0.0,3886.0,1116.0,0.0,570.0,5574,2728.0,310.0,3287.0,6325,17012.0
2018-01-29,10271,25103.0,27024.0,0.0,3600.0,913.0,0.0,441.0,4954,2435.0,211.0,2671.0,5317,16900.0
2018-02-05,9075,25210.0,26568.0,0.0,3300.0,821.0,0.0,332.0,4453,1993.0,146.0,2483.0,4622,17570.0
2018-02-12,7743,21769.0,23038.0,0.0,2273.0,831.0,0.0,472.0,3576,1447.0,100.0,2620.0,4167,15278.0
2018-02-19,7435,21689.0,23091.0,0.0,2563.0,855.0,0.0,453.0,3871,1491.0,85.0,1988.0,3564,15689.0
2018-02-26,5716,22437.0,23378.0,0.0,2032.0,705.0,0.0,367.0,3104,1119.0,86.0,1407.0,2612,17684.0
2018-03-05,5073,21542.0,22614.0,0.0,1971.0,658.0,0.0,349.0,2978,1039.0,82.0,974.0,2095,17561.0
2018-03-12,3840,20477.0,20977.0,0.0,1568.0,578.0,0.0,200.0,2350,816.0,58.0,616.0,1490,17188.0
2018-03-19,2744,19799.0,20183.0,0.0,1238.0,385.0,0.0,142.0,1769,551.0,43.0,381.0,975,17205.0
2018-03-26,2044,19078.0,19380.0,0.0,890.0,379.0,0.0,116.0,1393,386.0,36.0,229.0,651,17205.0
2018-04-02,1380,14488.0,14594.0,0.0,655.0,271.0,0.0,69.0,995,190.0,26.0,169.0,385,13002.0
2018-04-09,1113,14919.0,15119.0,0.0,533.0,238.0,0.0,31.0,802,176.0,24.0,111.0,311,13848.0
2018-04-16,997,14604.0,14977.0,0.0,449.0,229.0,0.0,58.0,736,137.0,29.0,95.0,261,13881.0
2018-04-23,698,13736.0,13821.0,0.0,385.0,112.0,0.0,19.0,516,83.0,27.0,72.0,182,13082.0
2018-04-30,516,13103.0,12959.0,0.0,264.0,87.0,0.0,17.0,368,62.0,22.0,64.0,148,12416.0
2018-05-07,506,13486.0,13375.0,0.0,270.0,94.0,0.0,17.0,383,58.0,15.0,50.0,123,12862.0
2018-05-14,416,13814.0,13956.0,0.0,228.0,72.0,0.0,18.0,318,40.0,18.0,40.0,98,13491.0
2018-05-21,401,13517.0,13334.0,0.0,221.0,67.0,0.0,19.0,307,30.0,25.0,39.0,94,12854.0
2018-05-28,398,12992.0,12902.0,0.0,246.0,43.0,0.0,9.0,298,67.0,12.0,21.0,100,12424.0
2018-06-04,416,13236.0,13197.0,3.0,270.0,49.0,0.0,9.0,332,43.0,15.0,26.0,84,12682.0
2018-06-11,426,12774.0,12753.0,0.0,316.0,28.0,0.0,9.0,357,38.0,5.0,26.0,69,12260.0
2018-06-18,449,13117.0,13122.0,0.0,309.0,36.0,0.0,19.0,364,48.0,22.0,15.0,85,12595.0
2018-06-25,347,13004.0,12932.0,0.0,213.0,41.0,0.0,25.0,279,37.0,17.0,14.0,68,12482.0
2018-07-02,398,13009.0,13280.0,0.0,217.0,80.0,0.0,14.0,311,36.0,23.0,28.0,87,12791.0
2018-07-09,452,12979.0,13142.0,0.0,314.0,55.0,0.0,24.0,393,24.0,12.0,23.0,59,12577.0
2018-07-16,436,13521.0,13625.0,0.0,282.0,49.0,0.0,28.0,361,35.0,14.0,26.0,75,13076.0
2018-07-23,451,12947.0,13168.0,0.0,253.0,90.0,0.0,35.0,380,28.0,11.0,32.0,71,12590.0
2018-07-30,393,12803.0,12895.0,0.0,243.0,62.0,0.0,29.0,334,20.0,18.0,21.0,59,12374.0
2018-08-06,429,13191.0,13284.0,0.0,221.0,80.0,0.0,48.0,349,18.0,30.0,32.0,80,12681.0
2018-08-13,527,13285.0,13532.0,0.0,290.0,93.0,0.0,48.0,433,17.0,32.0,45.0,94,12877.0
2018-08-20,598,13164.0,13468.0,0.0,299.0,84.0,0.0,85.0,468,32.0,38.0,60.0,130,12611.0
2018-08-27,638,13197.0,13547.0,0.0,314.0,124.0,0.0,91.0,529,24.0,40.0,45.0,109,12906.0
2018-09-03,706,13817.0,13812.0,0.0,347.0,196.0,0.0,40.0,583,15.0,46.0,62.0,123,13007.0
2018-09-10,1162,22506.0,22793.0,0.0,596.0,316.0,0.0,121.0,1034,28.0,50.0,50.0,128,21552.0
2018-09-17,954,13796.0,14248.0,0.0,549.0,191.0,0.0,85.0,825,14.0,48.0,67.0,129,13205.0
2018-09-24,967,14182.0,14363.0,0.0,552.0,224.0,0.0,54.0,830,15.0,38.0,84.0,137,13291.0
2018-10-01,1085,15666.0,16067.0,0.0,621.0,239.0,0.0,71.0,931,31.0,45.0,78.0,154,14886.0
2018-10-08,1021,18031.0,18213.0,0.0,630.0,187.0,0.0,56.0,873,11.0,29.0,108.0,148,17070.0
2018-10-15,904,17966.0,18314.0,0.0,608.0,138.0,0.0,55.0,801,14.0,12.0,77.0,103,17174.0
2018-10-22,1201,18935.0,18906.0,0.0,733.0,167.0,0.0,181.0,1081,10.0,25.0,85.0,120,17443.0
2018-10-29,1361,18978.0,19217.0,0.0,769.0,171.0,0.0,259.0,1199,12.0,30.0,120.0,162,17598.0
2018-11-05,1450,19252.0,19349.0,0.0,845.0,217.0,0.0,198.0,1260,11.0,34.0,145.0,190,17611.0
2018-11-12,1575,20379.0,20605.0,0.0,952.0,276.0,0.0,160.0,1388,11.0,29.0,147.0,187,18624.0
2018-11-19,1678,19955.0,20149.0,0.0,980.0,264.0,0.0,205.0,1449,5.0,42.0,182.0,229,18058.0
2018-11-26,2042,20768.0,20993.0,0.0,1138.0,259.0,0.0,412.0,1809,14.0,32.0,187.0,233,18616.0
2018-12-03,2459,21573.0,21860.0,0.0,1400.0,468.0,0.0,342.0,2210,11.0,30.0,208.0,249,18474.0
2018-12-10,2963,21804.0,22097.0,0.0,1879.0,499.0,0.0,287.0,2665,17.0,41.0,240.0,298,18869.0
2018-12-17,4401,23169.0,23796.0,0.0,3000.0,860.0,0.0,267.0,4127,5.0,25.0,244.0,274,19253.0
2018-12-24,5136,22891.0,22958.0,0.0,3578.0,950.0,0.0,366.0,4894,5.0,24.0,213.0,242,17617.0
2018-12-31,6812,24050.0,24640.0,0.0,4887.0,1380.0,0.0,370.0,6638,15.0,35.0,124.0,174,9030.0
2019-01-07,10850,28803.0,30477.0,0.0,7614.0,2240.0,0.0,714.0,10569,17.0,70.0,194.0,281,19518.0
2019-01-14,13318,30013.0,32600.0,0.0,9084.0,2795.0,0.0,1108.0,12987,13.0,93.0,225.0,331,18989.0
2019-01-21,13563,30677.0,33837.0,0.0,8728.0,3107.0,0.0,1392.0,13227,19.0,106.0,211.0,336,19937.0
2019-01-28,12329,29024.0,32146.0,0.0,7532.0,2999.0,0.0,1414.0,11947,14.0,107.0,261.0,382,19300.0
2019-02-04,9991,24362.0,27939.0,0.0,5477.0,2829.0,0.0,1350.0,9657,22.0,98.0,214.0,334,17185.0
2019-02-11,9866,27227.0,30228.0,0.0,5493.0,2819.0,0.0,1165.0,9477,24.0,185.0,180.0,389,19592.0
2019-02-18,8190,26349.0,28574.0,0.0,4420.0,2492.0,0.0,905.0,7817,22.0,215.0,136.0,373,19682.0
2019-02-25,7292,25831.0,27406.0,0.0,3717.0,2529.0,0.0,479.0,6726,26.0,400.0,140.0,566,19419.0
2019-03-04,5966,24435.0,24355.0,0.0,2770.0,2129.0,0.0,107.0,5006,12.0,807.0,141.0,960,18437.0
2019-03-11,5842,24055.0,24063.0,0.0,2153.0,2037.0,0.0,112.0,4302,49.0,1317.0,174.0,1540,18498.0
2019-03-18,5109,23228.0,23172.0,0.0,1371.0,1661.0,0.0,98.0,3130,37.0,1796.0,146.0,1979,18078.0
2019-03-25,4933,22860.0,22820.0,0.0,1032.0,1409.0,1.0,101.0,2543,50.0,2144.0,196.0,2390,17893.0
2019-04-01,2646,15865.0,15092.0,0.0,558.0,749.0,0.0,83.0,1391,18.0,1113.0,124.0,1255,12425.0
2019-04-08,3390,18704.0,19051.0,0.0,455.0,821.0,0.0,89.0,1365,53.0,1820.0,152.0,2025,15612.0
2019-04-15,3089,17227.0,17452.0,0.0,329.0,711.0,0.0,94.0,1134,25.0,1782.0,148.0,1955,14368.0
2019-04-22,2754,16385.0,16428.0,0.0,262.0,616.0,0.0,95.0,973,25.0,1567.0,189.0,1781,13634.0
2019-04-29,2099,15152.0,15351.0,0.0,202.0,454.0,0.0,116.0,772,14.0,1124.0,189.0,1327,13128.0
2019-05-06,2346,16202.0,16422.0,0.0,187.0,486.0,0.0,123.0,796,12.0,1313.0,225.0,1550,13957.0
2019-05-13,2649,16512.0,17194.0,0.0,180.0,648.0,0.0,203.0,1031,15.0,1330.0,273.0,1618,14454.0
2019-05-20,2925,16875.0,17980.0,0.0,205.0,795.0,0.0,361.0,1361,9.0,1236.0,319.0,1564,14943.0
2019-05-27,2600,15996.0,17003.0,0.0,147.0,781.0,0.0,341.0,1269,11.0,1062.0,258.0,1331,14245.0
2019-06-03,2635,15098.0,16103.0,0.0,116.0,923.0,0.0,446.0,1485,2.0,915.0,233.0,1150,13400.0
2019-06-10,2397,15528.0,16015.0,0.0,148.0,867.0,0.0,462.0,1477,1.0,541.0,378.0,920,13438.0
2019-06-17,2615,17870.0,18045.0,0.0,215.0,786.0,0.0,492.0,1493,6.0,775.0,341.0,1122,15238.0
2019-06-24,2756,17597.0,18099.0,0.0,290.0,865.0,0.0,550.0,1705,8.0,657.0,386.0,1051,15143.0
2019-07-01,2575,16877.0,17547.0,0.0,313.0,796.0,0.0,467.0,1576,8.0,566.0,425.0,999,14835.0
2019-07-08,2171,16632.0,16997.0,0.0,341.0,606.0,0.0,409.0,1356,8.0,511.0,296.0,815,14635.0
2019-07-15,2217,17363.0,17613.0,0.0,381.0,632.0,0.0,369.0,1382,4.0,499.0,332.0,835,15165.0
2019-07-22,1855,16162.0,16329.0,0.0,288.0,572.0,0.0,275.0,1135,12.0,432.0,276.0,720,14323.0
2019-07-29,1616,15605.0,15688.0,0.0,211.0,527.0,0.0,252.0,990,5.0,387.0,234.0,626,13924.0
2019-08-05,1548,15178.0,15050.0,0.0,162.0,551.0,0.0,284.0,997,0.0,329.0,222.0,551,14120.0
2019-08-12,1376,14914.0,14818.0,0.0,146.0,423.0,0.0,281.0,853,2.0,285.0,236.0,523,13955.0
2019-08-19,1388,13950.0,13336.0,0.0,180.0,365.0,0.0,343.0,888,4.0,208.0,288.0,500,12674.0
2019-08-26,1242,14683.0,14537.0,0.0,206.0,347.0,0.0,283.0,839,0.0,187.0,216.0,403,13993.0
2019-09-02,1298,14380.0,13593.0,0.0,214.0,401.0,0.0,276.0,891,2.0,149.0,256.0,407,13177.0
2019-09-09,910,7574.0,8044.0,0.0,173.0,226.0,0.0,293.0,692,1.0,69.0,148.0,218,7648.0
2019-09-16,924,9071.0,9469.0,0.0,182.0,233.0,0.0,267.0,682,1.0,86.0,155.0,242,9374.0
2019-09-23,835,8379.0,8786.0,0.0,152.0,174.0,0.0,305.0,631,0.0,93.0,111.0,204,8868.0
2019-09-30,1022,16480.0,16272.0,0.0,177.0,229.0,0.0,378.0,800,3.0,106.0,113.0,222,8307.0
2019-10-07,1097,8061.0,18939.0,0.0,177.0,319.0,0.0,359.0,855,0.0,115.0,127.0,242,8176.0
2019-10-14,1125,19136.0,18320.0,0.0,226.0,346.0,0.0,339.0,911,3.0,103.0,108.0,214,7473.0
2019-10-21,1426,20819.0,20062.0,0.0,348.0,421.0,0.0,340.0,1109,2.0,161.0,154.0,317,8431.0
2019-10-28,1588,20820.0,19981.0,0.0,403.0,545.0,0.0,350.0,1298,0.0,136.0,154.0,290,8322.0
2019-11-04,1955,21545.0,20424.0,0.0,524.0,713.0,0.0,363.0,1600,2.0,197.0,156.0,355,8333.0
2019-11-11,1633,20531.0,19530.0,0.0,362.0,762.0,0.0,193.0,1317,3.0,165.0,148.0,316,7786.0
2019-11-18,1867,21348.0,19484.0,0.0,315.0,1013.0,0.0,141.0,1469,2.0,299.0,97.0,398,7623.0
2019-11-25,2224,20184.0,17342.0,0.0,662.0,959.0,0.0,171.0,1792,5.0,260.0,167.0,432,7846.0
2019-12-02,3594,24423.0,20416.0,0.0,547.0,2156.0,0.0,160.0,2863,1.0,567.0,163.0,731,7721.0
2019-12-09,5579,29435.0,23101.0,0.0,870.0,3392.0,0.0,158.0,4421,4.0,890.0,264.0,1158,8888.0
2019-12-16,6779,9326.0,22633.0,0.0,1052.0,4144.0,0.0,95.0,5293,3.0,1249.0,234.0,1486,8203.0
2019-12-23,7476,29680.0,21902.0,0.0,1063.0,4581.0,0.0,144.0,5792,1.0,1439.0,244.0,1684,7285.0
2019-12-30,7559,26658.0,23080.0,0.0,1056.0,4579.0,0.0,172.0,5807,1.0,1603.0,148.0,1752,8380.0
2020-01-06,8240,26674.0,24680.0,0.0,1890.0,4192.0,0.0,213.0,6295,8.0,1763.0,174.0,1945,9209.0
2020-01-13,7407,24696.0,34733.0,0.0,2008.0,3154.0,0.0,208.0,5371,8.0,1805.0,223.0,2036,8195.0
2020-01-20,6823,24106.0,23536.0,0.0,2296.0,2192.0,0.0,452.0,4941,10.0,1571.0,301.0,1882,8959.0
2020-01-27,4903,22474.0,22131.0,0.0,1848.0,1250.0,0.0,453.0,3551,16.0,1016.0,320.0,1352,10508.0
2020-02-03,2672,14845.0,14547.0,0.0,691.0,710.0,0.0,432.0,1834,4.0,566.0,268.0,838,4509.0
2020-02-10,1644,11851.0,11796.0,0.0,410.0,476.0,0.0,307.0,1193,0.0,221.0,230.0,451,3302.0
2020-02-17,944,3898.0,4416.0,0.0,229.0,211.0,0.0,277.0,717,0.0,38.0,189.0,227,3314.0
2020-02-24,683,3374.0,3826.0,0.0,192.0,114.0,0.0,209.0,515,0.0,14.0,154.0,168,3143.0
2020-03-02,204,761.0,686.0,0.0,46.0,77.0,0.0,11.0,134,0.0,14.0,56.0,70,482.0
